Accession,tp8,tp10,tp12,tp14,tp16,tp18,tp20,tp22,tp26,tp28,tp30,tp32,tp34,tp36,tp38,tp40,tp42,tp44,tp46,tp48,tp2,tp4,tp6
PF3D7_1131700.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983786,0.315202,0,0,0,0
PF3D7_1131800.1,14.06837,5.264289,8.022816,7.709213,9.374474,17.796402,26.262857,40.104042,47.237198,45.588596,34.734882,31.734444,31.353762,22.756628,26.517088,31.351974,47.206509,47.425991,65.786598,31.53866,29.13682,34.289944,12.438169
PF3D7_1131900.1,0.599253,0.284216,0.324951,0.248585,0.63215,0.140618,0.217415,0.232729,0.062306,0.045164,0,0.168461,0.106804,0.143836,0.070548,0.035964,0,0.053912,0.036679,0.114854,0.10611,0.113068,0.348668
PF3D7_1132000.1,20.351763,11.018316,14.137962,13.662276,16.316931,17.014122,13.207212,14.054947,16.463226,21.11532,19.057459,18.846626,26.110077,23.391493,36.377918,35.36898,34.682011,27.107384,30.622313,16.483114,12.293092,18.484222,10.467175
PF3D7_1132100.1,0.650109,0.363479,0.287533,0.779241,1.050065,0.228629,0.673716,0.262885,0.132275,0.078089,0.114297,0.084109,0.119108,0.07326,0.125549,0,0.189351,0.029745,0,0.075648,0,0.096611,0.189549
PF3D7_1132200.1,238.709183,231.041824,266.18222,278.2258,289.586334,346.742249,280.167603,356.129486,417.24826,499.12149,412.650787,336.960999,328.278107,218.980515,168.680634,110.188377,73.689873,43.884415,59.55447,46.031059,62.06414,111.155022,109.313591
PF3D7_1132300.1,2.421797,0.970325,1.294875,1.41986,1.02176,1.613999,2.273255,5.070985,12.129703,17.790268,18.806892,22.027451,27.242031,22.906113,21.371859,16.472523,14.539362,5.627607,5.141267,2.737969,2.116498,1.656069,1.245658
PF3D7_1132400.1,1.127323,1.060538,2.456561,2.459592,2.944361,3.170312,3.081311,3.111541,5.984433,7.249472,6.697645,10.275294,10.378814,10.221898,9.196485,11.137673,9.003105,5.022753,3.744054,1.470131,1.307675,1.276579,0.51576
PF3D7_1132500.1,0.078789,0.070764,0.09276,0.384756,0.181023,0.280291,0.288991,0.064978,0.052041,0.059885,0,0.026461,0,0.032204,0,0.026135,0.017978,0.019101,0.186079,0.069064,0.095653,0.036036,0.067307
PF3D7_1132600.1,16.83503,13.482847,18.666378,13.049468,12.610653,5.282657,9.328168,5.559005,8.207027,9.021664,11.327551,12.495728,3.18956,10.20633,11.961504,9.358138,7.322278,5.40408,5.161083,3.829428,5.655419,5.861862,3.655411
PF3D7_1132700.1,18.200445,25.192442,27.225082,27.367643,25.960489,26.617575,22.876366,17.369968,22.904854,30.878683,35.35215,45.97065,54.020184,46.840652,44.684776,39.964138,30.645678,22.459753,20.131685,9.033058,8.85428,11.406344,10.567418
PF3D7_1132800.1,9.682087,9.400539,6.42896,6.996521,6.789701,7.128936,7.986751,6.630124,16.17382,34.513935,40.474083,53.093555,66.157997,102.963089,151.539886,194.469833,199.094635,173.30632,185.356232,136.927216,84.521439,70.463211,31.742426
PF3D7_1132900.1,0.351191,0.462706,0.600092,0.068662,0.973526,1.920639,1.020215,3.110958,4.498434,5.760384,5.735167,5.928791,5.068296,2.237545,1.981993,2.568376,2.956787,0.940205,0.943302,0.606946,0.726224,0.380447,0.432445
PF3D7_1133000.1,0,0,0,0,0.433946,0.048441,0,0,0,0,0.250609,0.699738,0.374757,1.561435,2.292338,6.038382,5.353362,5.837447,3.222057,2.916497,1.658161,2.459358,0.129869
PF3D7_1133100.1,100.845535,67.757523,79.892357,66.799126,62.4799,64.998215,47.237621,52.759373,47.203068,58.434807,42.758419,35.470234,28.834969,17.735373,13.498627,10.715071,11.59782,10.917096,16.639509,13.362682,18.0937,33.168316,26.084286
PF3D7_1133200.1,6.998636,3.971179,5.76531,4.07094,6.201096,6.647358,4.312413,4.114749,12.456321,32.236095,18.413773,31.592972,37.780994,71.290634,45.257389,75.694374,58.459106,43.170479,42.710896,18.495638,12.592819,9.862719,6.931544
PF3D7_1133300.1,0.618709,0.281747,0.883938,0.324081,0.278792,0.630968,0.584164,0.50757,0.425708,0.633327,0.486573,1.142354,2.579577,6.127111,10.183689,15.318865,11.760013,12.498452,9.238784,5.615511,2.942251,2.33529,1.055982
PF3D7_1133400.1,116.241951,32.883457,38.618328,25.922943,17.328287,6.21407,7.28991,5.312212,3.11999,3.72133,7.255387,14.922857,24.786137,38.681602,91.153961,283.696442,584.842285,809.793823,979.274292,707.27771,626.733826,512.071533,241.426147
PF3D7_1133500.1,0.977554,0.238014,0,0,0,0.750642,0.359384,0,0.857231,0.998145,2.56987,1.949161,3.149956,1.835528,0.916589,1.487287,1.850829,1.357414,1.693907,1.067074,0.742429,0.862664,0
PF3D7_1133600.1,1.386055,1.81449,1.740318,0.288531,0.552491,0.271019,0.78821,0.601047,0.974099,1.674573,1.388667,1.558716,0.928388,0.599446,0.555475,0.937123,0.500866,0.225704,0.20187,0.062832,0.20957,0.455701,0.233826
PF3D7_1133700.1,291.756836,208.498535,229.799683,236.659424,193.325745,123.086945,47.26366,26.374735,12.612548,12.752193,10.674485,9.535293,9.380877,6.514294,7.419227,6.625835,8.599113,12.291568,23.585861,17.600769,35.212997,72.211006,60.059231
PF3D7_1133800.1,18.45051,13.272759,10.808651,11.332099,11.252725,11.658327,12.444714,12.652616,18.265581,21.41741,22.64193,23.82976,29.12039,29.535692,35.663761,37.84462,33.071873,22.01461,21.180538,11.596148,6.614943,7.061643,5.759165
PF3D7_1133900.1,31.036526,18.003582,26.546549,19.486511,21.914343,17.963799,10.720201,5.17626,10.638343,2.124398,15.927097,20.005566,25.958963,24.174696,24.763382,27.254519,16.199755,1.011739,0,0.74931,5.574913,11.396882,7.887753
PF3D7_1134000.1,45.240047,44.976322,53.082226,67.012566,98.596077,136.516632,148.987442,232.612915,400.349304,28.007399,432.056335,328.615356,299.900543,168.838242,118.801888,80.74366,55.271549,32.141392,38.950466,19.78537,18.829813,28.55632,19.850061
PF3D7_1134100.1,1.873815,0.671176,0.387641,0.219296,0.268934,0.159018,0.188165,0.076543,0.144227,0.213058,0.666827,1.327037,2.592502,5.886487,7.434435,8.291135,5.353159,2.315281,2.306287,2.20016,0.742561,1.031519,0.619873
PF3D7_1134200.1,10.786926,7.863919,9.989779,8.650035,8.670543,8.507449,6.412554,6.902193,7.123998,8.581618,7.676245,5.096046,5.545746,3.537565,3.210871,2.482981,1.443056,1.491656,1.580034,1.900307,1.94853,3.342896,3.128327
PF3D7_1134300.1,2.387932,1.376814,1.517632,1.217633,1.376266,1.273809,1.085994,0.643146,1.610471,2.472678,3.748482,5.69082,10.050353,14.5831,6.270482,21.63061,18.438717,14.165537,4.441875,4.12152,3.107283,2.731474,1.270865
PF3D7_1134400.1,2.342355,1.584197,1.023281,1.415241,2.017467,2.281738,2.582226,3.439546,12.156107,18.143242,18.722975,20.193796,22.37393,13.93628,14.014187,9.804045,4.009644,3.264752,3.318485,1.451453,1.729904,1.230361,1.281631
PF3D7_1134500.1,2.850901,2.401293,3.364393,4.169005,4.29915,5.030752,4.222362,2.966984,3.673137,4.09656,5.424639,4.252976,5.385461,5.232592,5.391989,6.504284,6.224512,3.796673,3.070373,1.536853,1.45749,1.159874,1.455726
PF3D7_1134600.1,1.201825,0.732626,1.691097,2.03132,1.950774,2.870474,1.689819,1.476231,1.610309,2.513875,1.797341,1.563624,1.26489,1.219357,1.258741,1.053821,1.184202,1.12678,1.215693,0.448166,0.416013,0.442017,0.465005
PF3D7_1134700.1,94.092308,81.59066,83.550842,89.946075,89.425453,99.39679,58.136692,77.947952,70.473053,73.804436,49.095787,34.232845,19.410072,14.928106,12.933953,8.828517,9.86179,12.630789,22.880545,17.75255,21.976643,49.21175,31.404253
PF3D7_1134800.1,63.759521,62.984509,51.534786,52.240368,51.338985,52.786022,32.441311,31.295063,31.413256,43.928944,37.01157,44.486389,57.170418,56.336411,70.202301,69.419579,61.541946,42.333309,35.359661,23.53161,20.372082,29.445084,22.663528
PF3D7_1134900.1,0.628275,0.503747,1.37137,0.198582,0.65194,0.303944,0.268118,0.206086,0.259249,0.29593,0.044906,0.343347,0.34942,0.347717,0.619131,0.973417,0.893718,0.465532,0.446746,0.404163,0,0.283096,0.068389
PF3D7_1135000.1,0.823374,0,0,0.454678,0.416169,0,0,0,4.762428,5.292289,7.84639,6.268098,7.126323,6.384777,6.668258,5.844143,2.649669,1.701678,1.583835,0.959184,0,0.654781,0
PF3D7_1135100.1,103.125244,104.041298,108.328056,113.557785,124.201096,133.084778,80.26326,50.275902,21.045368,20.236753,18.308012,22.357674,25.33655,52.57486,88.235397,123.507675,147.715439,130.82196,135.440094,90.690758,66.198814,84.827484,57.399239
PF3D7_1135200.1,0.256559,0.520453,0.318424,0.359778,0.661231,0.057725,0,0.134106,0,0,0.076786,0,0.37482,0,0.448519,0.072579,0.270019,0.077013,0.109986,0,0.179228,0,0
PF3D7_1135300.1,4.493316,7.37694,5.841684,6.427261,6.642696,8.816116,10.060979,5.176102,4.134041,6.312689,7.390018,5.933157,8.142547,7.572686,8.092331,6.7553,4.063608,3.607904,3.062461,3.897774,2.618929,4.37816,2.889549
PF3D7_1135400.1,68.023506,82.023888,108.868141,100.157738,92.651436,91.648575,74.847,51.417072,47.407181,78.060501,90.501434,69.301941,97.839699,88.599327,69.896584,60.869747,42.398693,28.417807,22.490305,27.926886,20.028555,27.895094,34.970051
PF3D7_1135500.1,1.172236,0,0,0,0,0,0,0,2.517782,3.327732,3.63198,8.775337,6.359747,6.730669,3.440931,4.399141,3.248753,1.423719,0.617719,0,0,0,0
PF3D7_1135600.1,0.369438,0.25916,0.668243,0.55399,0.458884,0.394675,0.268385,0.606859,1.792254,2.980412,1.660352,2.0748,3.991211,3.1933,2.839777,2.878395,1.8374,0,0.434259,0.567804,0.528025,0.116656,0.108748
PF3D7_1135700.1,41.518497,20.206961,22.761131,35.074947,18.907858,13.76741,18.380888,17.721937,16.126925,8.791632,25.792494,11.719397,7.335367,7.794763,5.658854,7.254537,5.080945,2.796811,8.907025,7.01256,5.2844,10.81594,10.231186
PF3D7_1135800.1,2.518652,0.459399,1.517528,3.486011,2.175429,3.06268,1.036698,1.341849,2.539654,1.197039,4.741355,1.143911,1.788807,1.064406,0.819952,0.845782,1.064968,0.099924,0.119414,0.173536,0.754785,1.769253,0.821449
PF3D7_1135900.1,12.747858,10.236054,11.613741,18.70668,20.367369,19.612513,10.997553,13.359132,17.716532,30.862556,50.759178,54.073196,93.835785,115.665665,142.083496,133.340256,140.586884,101.834381,93.819847,54.983231,31.370438,33.046551,17.080591
PF3D7_1136000.1,1.899227,0.997656,1.746732,1.715379,1.340449,1.211754,0.884605,1.021852,1.982901,3.840834,5.136443,8.058024,12.572126,16.552073,19.854626,18.098291,19.111835,11.14183,10.877572,3.025968,2.19617,2.712074,0.949065
PF3D7_1136100.1,0.322282,0.469019,0.399133,0.120118,0.326259,0,0.040185,0.096666,0.114928,0.525118,0.178544,0.350771,0.614485,0.55897,0.373826,0.243297,0.151041,0.30717,0.106855,0.191893,0,0,0.055191
PF3D7_1136200.1,2.460884,1.739761,0.899198,1.59559,2.073831,2.645186,1.590955,0.974117,1.05959,1.388932,0.963264,3.171995,3.553275,25.480797,65.220062,64.836281,132.977386,110.142845,121.706223,57.080143,35.534584,34.611649,11.418845
PF3D7_1136300.1,37.687847,18.991699,28.885,35.00629,31.662918,26.029215,17.088703,18.305111,29.991215,41.869884,42.437176,40.85297,55.995121,50.959057,48.190983,45.106903,35.982807,23.234241,21.005455,10.365866,8.255422,14.58912,11.381509
PF3D7_1136400.1,2.675842,3.302182,1.621065,4.14589,0.570371,0.584734,0.507945,0.261824,1.310351,1.365939,0.319515,1.31733,0.348418,0.282772,0.342162,0.409045,0.306172,0.316302,0.269762,0.449188,0.289954,0.458249,1.361925
PF3D7_1136500.1,126.565178,248.872559,108.11718,281.1185,127.865471,171.623062,117.401459,105.266441,328.030029,402.146667,164.838654,398.337097,221.48912,16.864054,210.896271,199.014771,263.349579,228.534027,263.244904,9.984499,163.410751,171.631027,242.662811
PF3D7_1136500.2,60.118595,57.051449,27.280729,20.932423,29.456095,21.191416,39.183556,51.544598,55.787239,54.054859,36.819569,59.616982,29.767519,77.448334,47.947063,32.512238,38.566727,33.517361,42.857094,497.505951,60.884232,46.184166,57.259609
PF3D7_1136600.1,55.717979,33.385494,36.191433,34.051304,34.287613,29.901781,4.229681,24.58814,27.916649,31.680367,24.377342,23.957436,20.132139,11.600979,10.50007,8.139047,7.248495,8.165697,10.828057,8.980587,10.619241,21.490408,12.276642
PF3D7_1136700.1,0.754152,0,0.425731,0.497559,0.500282,0.371191,0,0,0.722537,0.448153,0.806242,1.122238,1.357176,3.707485,5.666913,14.562548,11.669223,14.471137,15.304796,10.101787,7.522874,6.36419,1.898133
PF3D7_1136700.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7151,0.711438,0,0,0,0,0
PF3D7_1136800.1,5.7315,6.782921,6.615705,7.109409,6.001943,6.204768,6.567142,3.939204,6.851665,5.834021,6.845542,7.395399,7.660835,8.690361,6.846534,8.65823,5.293056,4.61042,3.413268,2.371887,2.170036,4.768138,2.67943
PF3D7_1136900.1,15.468986,7.941957,8.261868,6.366982,4.823634,5.157248,2.830437,1.495568,1.278015,1.841575,2.183228,2.438488,2.753199,4.45458,14.286124,45.344967,118.414574,151.840302,228.223663,118.768074,95.908615,109.412148,40.88382
PF3D7_1137000.1,920.213318,1354.185547,992.338928,1072.071167,1138.568848,1559.990479,1494.310669,1750.624146,1324.0354,1334.464844,1231.314087,1140.046265,1047.437012,1244.84668,1394.652466,1192.081421,1095.019165,1231.522705,1554.900635,1616.607788,2020.848145,2052.223145,1950.314453
PF3D7_1137100.1,0.272337,0.431034,0.347078,0.573346,0.468055,0.356883,0.288846,0.300792,0.435632,0.493113,0.509317,0.651778,0.656074,0.458227,0.382647,0.277871,0.202481,0.180809,0.099109,0.06677,0.079418,0.079492,0.086848
PF3D7_1137200.1,0.786562,0.23417,0.315377,0.487124,0.409694,0.175352,0.187146,0.32368,0.124293,0.048798,0.06737,1.027331,0.502859,2.388447,6.44195,14.414419,14.72708,13.625228,11.705647,7.455407,5.362461,2.571298,1.624481
PF3D7_1137300.1,38.47974,30.880682,31.857836,24.026348,32.104893,37.917908,26.440645,35.548618,34.928059,39.831093,35.663616,30.305126,39.557301,27.063181,25.012033,16.090624,12.420301,10.490434,13.279283,8.409332,10.67692,19.800125,7.45877
PF3D7_1137400.1,4.894134,1.096135,3.102572,2.54288,2.776866,4.062142,5.302181,8.512252,21.601931,24.54884,8.095512,22.83375,20.532574,15.109318,11.583993,8.665426,6.598922,4.575054,4.145613,1.867653,1.694097,1.399157,1.048166
PF3D7_1137500.1,1.162836,1.024057,1.911435,3.494594,1.233323,1.918749,1.962631,2.110444,9.448207,13.785399,25.479042,29.601147,43.210045,55.843124,60.403931,56.59462,48.377434,34.789856,23.583363,15.824012,9.068356,7.131718,3.333518
PF3D7_1137600.1,0,0,0.531826,0.246972,0,0.306534,0,0,0,0,0,0,0,0.19466,0.0978,0,0,0,0,0,0,0,0
PF3D7_1137700.1,0.274726,0,0.214685,0.179458,0.195576,0.235917,0.09689,0.271344,0,0,0.125018,0.287801,0.055659,0.022087,0.193035,0.068026,0,0,0,0.12639,0,0,0
PF3D7_1137800.1,1.52468,0.815222,0,0,0,0,0,0,0,0,0,0,0,0.746604,0,0,5.287915,3.355876,5.548043,5.719893,3.751157,9.682423,1.672828
PF3D7_1137900.1,0.382785,0,0.290883,0.083837,0,0,0,0,0,0,0,0,0,0,0,0.201347,0,0,0,0,0,0,0
PF3D7_1138000.1,0.607476,0.193401,0.512776,0.601815,0.526502,0.282573,0.423737,0.278847,0.240653,0.42559,0.896145,2.113916,4.528066,11.874799,20.240398,27.181376,20.526876,22.20421,19.909285,7.44704,4.413031,4.08437,1.561927
PF3D7_1138100.1,5.178638,3.339613,4.168735,2.679728,2.456481,2.316809,2.747287,1.101248,1.515337,1.248216,1.830819,1.349169,2.264952,2.422416,1.586544,1.603378,0.501881,0.726929,0.532226,2.049437,1.086945,2.043319,2.379327
PF3D7_1138200.1,0,1.595965,0.548903,0.495108,0.960357,0,0,1.859604,0.556082,0.629772,0.588661,0.205343,0.730848,3.955567,3.877985,6.868309,6.019594,5.394909,3.626061,2.687718,1.44947,2.889544,1.144839
PF3D7_1138300.1,1.627191,0.525125,1.720409,1.547922,2.39256,1.542484,1.636576,2.273932,8.928087,15.00104,13.019778,11.050729,18.019146,15.187119,16.855951,11.549921,7.440075,6.249081,6.453027,1.898537,1.856867,1.310421,0.78175
PF3D7_1138350.1,2.52749,2.439681,2.097141,3.293886,2.590754,5.938867,5.142954,9.495933,19.98707,51.060722,57.414333,66.453545,79.014198,46.353558,50.017937,58.480804,33.200626,15.345809,14.685681,4.649704,7.094136,8.49774,4.409701
PF3D7_1138400.1,2.337093,1.032643,1.722909,2.013151,1.602673,1.506647,1.166102,0.815142,1.299973,1.70501,3.14536,6.304246,13.96025,27.921833,37.139835,45.870872,44.62759,28.307674,31.662594,9.97967,6.741332,8.116922,2.859569
PF3D7_1138500.1,169.094681,120.629311,127.398636,107.405991,60.878864,114.857788,84.386505,63.04192,54.23315,109.592346,107.119339,82.359116,121.833641,140.267395,121.71862,213.073959,192.470551,0,121.09864,66.295052,91.909927,137.684372,73.162773
PF3D7_1138600.1,18.028433,12.195923,14.783914,12.665021,10.318095,9.13745,4.951307,6.706604,8.713127,14.891621,16.435627,14.660378,14.88467,15.94398,11.074745,12.086853,8.182769,6.052767,4.612712,2.983968,2.886106,5.759643,4.499901
PF3D7_1138700.1,25.356165,12.679181,19.997929,18.441736,12.750685,10.232701,8.56824,7.082164,6.364587,7.414689,5.425674,4.04227,5.265988,3.437883,4.743005,9.063985,16.20821,21.086689,31.714127,16.919996,16.104132,22.562294,12.782718
PF3D7_1138800.1,23.483149,16.75832,18.431726,2.71388,21.530376,9.202507,8.201701,1.321025,7.912024,17.485674,0.700532,0.927301,18.85976,9.73024,16.913746,13.813037,10.215529,5.627466,0,0,3.342723,7.776904,0.455089
PF3D7_1138900.1,0.092274,0.024523,0.170894,0.02758,0.04772,0.015292,0.167831,0,0.181484,0.184351,0.225508,0.311744,0.334845,0.30276,0.314383,0.497968,0.961075,0.238379,0.173142,0.202576,0.071851,0,0.070377
PF3D7_1139100.1,21.232258,13.319298,15.699142,19.369469,16.731859,16.089876,10.780389,7.078375,6.093326,8.166976,6.541314,6.820565,5.779585,5.845944,4.731678,4.316863,4.08046,2.712054,2.877892,2.202755,2.664125,5.877584,4.304217
PF3D7_1139200.1,3.731927,2.165282,3.049133,2.636648,1.910525,2.267789,0.876675,1.65357,0.803829,1.206581,2.247294,2.748932,3.786403,2.677097,2.736157,2.276158,1.25271,0.580309,0.440059,1.060709,0,1.276107,1.19514
PF3D7_1139300.1,10.799319,23.049093,44.051231,72.872284,87.878525,85.318985,59.352341,47.606342,50.728474,59.542175,46.324863,39.825317,31.377726,22.534452,18.568438,16.27845,12.776171,8.819469,9.538578,3.85786,5.223748,9.496186,7.235024
PF3D7_1139400.1,0.021145,0.04937,0.147518,0.076932,0.184335,0.1754,0.108311,0.122292,0.045856,0.028329,0,0.04681,0.198814,0,0,0,0,0.010133,0,0,0,0.070985,0.020271
PF3D7_1139500.1,0,0.359767,0.28162,0.423671,0.674345,1.108271,0,0.776474,0.979776,1.290694,1.076582,0.654368,0.38022,0.44645,0.470984,0,0.22006,0.40939,0,0,0,0.38178,0
PF3D7_1139600.1,0.267459,0.151407,0.656751,0.19838,0.438229,0.051091,0.12638,0.529382,0.224742,0.594154,0.895198,0.17614,0.25548,0.43664,0.098995,0.544287,0.20794,0,0,0,0,0,0.120944
PF3D7_1139700.1,1.697098,0.678714,1.076457,0.694427,0.604548,0.257749,0.395411,0.098858,0.490948,0.944493,2.550314,2.547482,3.265743,2.747754,2.306102,2.958868,2.994076,3.201392,3.659212,3.364569,4.86674,4.696304,2.191083
PF3D7_1139800.1,3.661509,2.667948,3.666944,4.285925,2.341521,2.476589,2.671429,2.315647,3.071805,5.081182,5.841826,4.956278,7.000877,6.839176,6.036575,6.74473,4.942569,3.493436,2.245326,1.303138,0.842451,2.963243,1.49604
PF3D7_1139900.1,8.082908,6.879371,9.061211,8.190613,9.483424,9.877835,8.169636,6.9616,10.53131,10.444098,13.960787,7.200734,9.859672,11.494573,6.544363,5.845879,3.385497,2.126543,1.500313,1.825985,2.289685,2.287173,2.59217
PF3D7_1140000.1,0.535498,0.398943,0.889688,0.333198,1.867503,1.11142,0.612856,0,0.276414,0.421402,0,0.300423,0,0,0.368089,0.914432,0.102759,0,0.603055,0,0.871568,0.43854,0
PF3D7_1140100.1,5.154524,6.728032,10.971345,12.770896,13.897922,20.485107,18.100801,21.0198,24.366413,25.782679,26.06716,24.509989,32.340763,27.520262,25.962145,29.989731,21.22587,19.176037,14.487156,11.707285,9.096169,9.527072,6.1662
PF3D7_1140200.1,17.302671,7.103364,13.560247,12.337596,14.792843,23.006838,22.634638,38.130547,53.419357,71.395058,64.281029,79.557396,88.788055,86.929695,110.938965,106.58271,100.439079,55.291763,65.749855,15.88246,17.089018,16.210264,9.146784
PF3D7_1140300.1,0.907984,0.44717,0.405479,0.232944,0.265488,0.234726,0.919991,0.902248,1.213226,2.466167,2.272278,1.89883,1.772583,3.001474,2.650602,4.770353,3.611604,2.674172,3.529825,1.759026,1.442258,1.49078,0.607282
PF3D7_1140400.1,9.179783,5.311999,6.597881,3.747054,7.155923,8.086326,5.597785,7.8314,8.403695,16.214155,21.330957,30.868166,59.420864,281.389069,387.17746,683.23822,873.27478,708.602539,584.706116,557.301147,297.50946,296.441711,123.728363
PF3D7_1140500.1,0.403286,0.252467,0.762828,0.566111,0.745936,0.630085,0.800206,0.689983,0.688143,1.471113,0.796493,0.867668,0.922157,0.947375,1.033106,1.170311,1.969048,0.819342,0.722631,0.269733,0.317617,0.307937,0.22505
PF3D7_1140600.1,0.498847,0.323713,0.402453,0.46768,0.240217,0.137519,0.306967,0.121862,0.075884,0.096771,0.100892,0.234661,0.299685,1.095021,2.737463,5.151448,4.51362,5.005929,4.04512,1.577251,0.845409,0.895917,0.445173
PF3D7_1140700.1,36.60952,19.010237,25.734734,27.280876,25.031281,28.978361,24.308062,32.052727,35.182434,34.639423,22.236475,18.007071,13.350101,7.324732,7.76305,7.920506,8.544514,7.107533,10.36848,5.051473,6.701421,11.310143,8.505928
